0.0, 0.34, 0.04, 0.15, 0.4, 0.0, 0.0
0.0, 0.0, 0.32, 0.22, 0.08, 0.38, 0.65
0.55, 0.27, 0.29, 0.05, 0.21, 0.27, 0.35
0.45, 0.05, 0.32, 0.41, 0.0, 0.0, 0.0
0.0, 0.34, 0.03, 0.17, 0.3, 0.35, 0.0
